0.01,4.602352
0.02,4.593992
0.03,4.585512
0.04,4.576044
0.05,4.56532
0.06,4.552864
0.07,4.540392
0.08,4.5282
0.09,4.515332
0.1,4.501336
0.11,4.48482
0.12,4.467904
0.13,4.451552
0.14,4.432596
0.15,4.41368
0.16,4.39156
0.17,4.371736
0.18,4.348708
0.19,4.324632
0.2,4.298504
0.21,4.272616
0.22,4.244352
0.23,4.21394
0.24,4.184208
0.25,4.152224
0.26,4.118508
0.27,4.082568
0.28,4.04644
0.29,4.00688
0.3,3.966208
0.31,3.925232
0.32,3.881484
0.33,3.835768
0.34,3.788392
0.35,3.739016
0.36,3.687996
0.37,3.634236
0.38,3.580152
0.39,3.52516
0.4,3.46826
0.41,3.409492
0.42,3.348628
0.43,3.286984
0.44,3.22596
0.45,3.163704
0.46,3.10042
0.47,3.037824
0.48,2.97468
0.49,2.910628
0.5,2.847924
0.51,2.786428
0.52,2.725132
0.53,2.664828
0.54,2.604892
0.55,2.548232
0.56,2.491732
0.57,2.435996
0.58,2.383816
0.59,2.333588
0.6,2.284624
0.61,2.236824
0.62,2.1908
0.63,2.14772
0.64,2.105872
0.65,2.066852
0.66,2.029648
0.67,1.99448
0.68,1.96336
0.69,1.932264
0.7,1.904596
0.71,1.878808
0.72,1.853864
0.73,1.829888
0.74,1.808092
0.75,1.787956
0.76,1.769892
0.77,1.753036
0.78,1.738688
0.79,1.7257
0.8,1.715024
0.81,1.705404
0.82,1.698412
0.83,1.689548
0.84,1.682796
0.85,1.6767
0.86,1.672064
0.87,1.66704
0.88,1.663404
0.89,1.661932
0.9,1.658692
0.91,1.657884
0.92,1.659252
0.93,1.660156
0.94,1.661496
0.95,1.66402
0.96,1.665956
0.97,1.67038
0.98,1.675592
0.99,1.679704
1,1.68338
1.01,1.690492
1.02,1.696844
1.03,1.702852
1.04,1.708736
1.05,1.71632
1.06,1.722512
1.07,1.73034
1.08,1.737972
1.09,1.746268
1.1,1.756372
1.11,1.764304
1.12,1.77436
1.13,1.784196
1.14,1.793088
1.15,1.802456
1.16,1.813128
1.17,1.82412
1.18,1.835524
1.19,1.845808
1.2,1.856304
1.21,1.867656
1.22,1.8791
1.23,1.890416
1.24,1.90306
1.25,1.915588
1.26,1.927584
1.27,1.938892
1.28,1.9501
1.29,1.962396
1.3,1.974988
1.31,1.988144
1.32,2.00018
1.33,2.01348
1.34,2.026116
1.35,2.038696
1.36,2.052168
1.37,2.065644
1.38,2.079456
1.39,2.092592
1.4,2.1059
1.41,2.119976
1.42,2.135064
1.43,2.149232
1.44,2.16368
1.45,2.178852
1.46,2.193572
1.47,2.208664
1.48,2.225188
1.49,2.239384
1.5,2.254744
1.51,2.270312
1.52,2.284436
1.53,2.300028
1.54,2.315428
1.55,2.33006
1.56,2.344656
1.57,2.35974
1.58,2.375396
1.59,2.392044
1.6,2.406424
1.61,2.42094
1.62,2.4356
1.63,2.451812
1.64,2.4667
1.65,2.481628
1.66,2.497564
1.67,2.513216
1.68,2.52938
1.69,2.545588
1.7,2.561152
1.71,2.578556
1.72,2.59488
1.73,2.609016
1.74,2.624336
1.75,2.63898
1.76,2.655972
1.77,2.671852
1.78,2.68616
1.79,2.702108
1.8,2.719288
1.81,2.734348
1.82,2.750084
1.83,2.76466
1.84,2.779996
1.85,2.795476
1.86,2.810272
1.87,2.82466
1.88,2.840152
1.89,2.854748
1.9,2.8686
1.91,2.884168
1.92,2.897812
1.93,2.912284
1.94,2.927216
1.95,2.939528
1.96,2.95358
1.97,2.968544
1.98,2.981952
1.99,2.99548
2,3.008888
2.01,3.021832
2.02,3.034124
2.03,3.047292
2.04,3.06066
2.05,3.072836
2.06,3.085708
2.07,3.097704
2.08,3.110472
2.09,3.121928
2.1,3.134344
2.11,3.146096
2.12,3.158168
2.13,3.16964
2.14,3.182104
2.15,3.194468
2.16,3.205484
2.17,3.21556
2.18,3.227032
2.19,3.238024
2.2,3.248396
2.21,3.25722
2.22,3.267712
2.23,3.279228
2.24,3.288964
2.25,3.3017
2.26,3.312636
2.27,3.32134
2.28,3.33066
2.29,3.341636
2.3,3.350992
2.31,3.361528
2.32,3.371096
2.33,3.381064
2.34,3.391232
2.35,3.400344
2.36,3.408756
2.37,3.417928
2.38,3.426844
2.39,3.436884
2.4,3.446844
2.41,3.455908
2.42,3.464748
2.43,3.473856
2.44,3.482492
2.45,3.490136
2.46,3.498372
2.47,3.506492
2.48,3.51468
2.49,3.523832
2.5,3.531428
2.51,3.54026
2.52,3.548584
2.53,3.55624
2.54,3.56454
2.55,3.572208
2.56,3.579652
2.57,3.589116
2.58,3.597104
2.59,3.605256
2.6,3.613224
2.61,3.620856
2.62,3.627656
2.63,3.635048
2.64,3.64122
2.65,3.64754
2.66,3.654032
2.67,3.660736
2.68,3.668524
2.69,3.674424
2.7,3.681048
2.71,3.68784
2.72,3.693656
2.73,3.700996
2.74,3.707544
2.75,3.714008
2.76,3.720488
2.77,3.725992
2.78,3.732556
2.79,3.739464
2.8,3.74564
2.81,3.751408
2.82,3.758424
2.83,3.763044
2.84,3.769644
2.85,3.777108
2.86,3.78376
2.87,3.789764
2.88,3.796756
2.89,3.802676
2.9,3.808136
2.91,3.814144
2.92,3.82028
2.93,3.827228
2.94,3.833136
2.95,3.839112
2.96,3.84486
2.97,3.851
2.98,3.856864
2.99,3.865012
3,3.870736
3.01,3.877204
3.02,3.882272
3.03,3.887828
3.04,3.8941
3.05,3.89994
3.06,3.905432
3.07,3.911248
3.08,3.91582
3.09,3.922164
3.1,3.928116
3.11,3.933148
3.12,3.937972
3.13,3.942768
3.14,3.947796
3.15,3.952392
3.16,3.956908
3.17,3.9617
3.18,3.965828
3.19,3.972112
3.2,3.976952
3.21,3.982236
3.22,3.987532
3.23,3.992992
3.24,3.997548
