0.01,1.144196
0.02,1.151972
0.03,1.161116
0.04,1.170568
0.05,1.17988
0.06,1.190272
0.07,1.20236
0.08,1.213564
0.09,1.225364
0.1,1.238888
0.11,1.253432
0.12,1.268204
0.13,1.283656
0.14,1.29914
0.15,1.316464
0.16,1.335584
0.17,1.3553
0.18,1.375192
0.19,1.394564
0.2,1.415616
0.21,1.438068
0.22,1.463012
0.23,1.489248
0.24,1.515384
0.25,1.544684
0.26,1.575192
0.27,1.605692
0.28,1.637192
0.29,1.670304
0.3,1.704044
0.31,1.740628
0.32,1.777864
0.33,1.815732
0.34,1.856428
0.35,1.897792
0.36,1.939676
0.37,1.984204
0.38,2.028988
0.39,2.075112
0.4,2.122228
0.41,2.170276
0.42,2.218992
0.43,2.268752
0.44,2.318188
0.45,2.37038
0.46,2.421312
0.47,2.471876
0.48,2.521732
0.49,2.571192
0.5,2.618628
0.51,2.66612
0.52,2.711496
0.53,2.755364
0.54,2.79776
0.55,2.84012
0.56,2.878424
0.57,2.915372
0.58,2.950968
0.59,2.983116
0.6,3.014068
0.61,3.042524
0.62,3.068452
0.63,3.092572
0.64,3.112924
0.65,3.132476
0.66,3.147408
0.67,3.16036
0.68,3.171776
0.69,3.181452
0.7,3.1889
0.71,3.194668
0.72,3.1978
0.73,3.197984
0.74,3.197284
0.75,3.196104
0.76,3.191812
0.77,3.187052
0.78,3.181396
0.79,3.173208
0.8,3.164368
0.81,3.153416
0.82,3.140756
0.83,3.129748
0.84,3.116456
0.85,3.101216
0.86,3.086152
0.87,3.071004
0.88,3.054952
0.89,3.03732
0.9,3.019516
0.91,3.000304
0.92,2.980604
0.93,2.960892
0.94,2.94182
0.95,2.921792
0.96,2.900108
0.97,2.878136
0.98,2.857048
0.99,2.834784
1,2.812092
1.01,2.7897
1.02,2.767528
1.03,2.744796
1.04,2.722176
1.05,2.698388
1.06,2.674188
1.07,2.650404
1.08,2.626992
1.09,2.604608
1.1,2.580836
1.11,2.556576
1.12,2.533096
1.13,2.50916
1.14,2.485248
1.15,2.460156
1.16,2.436076
1.17,2.412564
1.18,2.390452
1.19,2.365696
1.2,2.341168
1.21,2.317072
1.22,2.292568
1.23,2.269132
1.24,2.244736
1.25,2.221476
1.26,2.199256
1.27,2.175816
1.28,2.15114
1.29,2.127552
1.3,2.105564
1.31,2.082068
1.32,2.059376
1.33,2.03628
1.34,2.012868
1.35,1.990484
1.36,1.96718
1.37,1.944988
1.38,1.922316
1.39,1.899284
1.4,1.877544
1.41,1.855868
1.42,1.833248
1.43,1.812068
1.44,1.79136
1.45,1.769548
1.46,1.748116
1.47,1.727512
1.48,1.705444
1.49,1.68404
1.5,1.66486
1.51,1.642948
1.52,1.62246
1.53,1.60154
1.54,1.581284
1.55,1.561284
1.56,1.543484
1.57,1.523648
1.58,1.504828
1.59,1.48542
1.6,1.46578
1.61,1.448116
1.62,1.4304
1.63,1.411496
1.64,1.392144
1.65,1.37446
1.66,1.356764
1.67,1.338516
1.68,1.321848
1.69,1.304264
1.7,1.286396
1.71,1.269192
1.72,1.252896
1.73,1.236324
1.74,1.21966
1.75,1.203896
1.76,1.187388
1.77,1.171696
1.78,1.156096
1.79,1.14066
1.8,1.124152
1.81,1.110072
1.82,1.09566
1.83,1.080612
1.84,1.065076
1.85,1.050436
1.86,1.036688
1.87,1.023852
1.88,1.00972
1.89,0.994852
1.9,0.97996
1.91,0.966292
1.92,0.954228
1.93,0.940808
1.94,0.92802
1.95,0.914748
1.96,0.903028
1.97,0.890224
1.98,0.878544
1.99,0.867024
2,0.856432
2.01,0.846212
2.02,0.836068
2.03,0.825772
2.04,0.816428
2.05,0.806352
2.06,0.797184
2.07,0.787844
2.08,0.77938
2.09,0.770488
2.1,0.761652
2.11,0.75422
2.12,0.745056
2.13,0.736624
2.14,0.72934
2.15,0.721332
2.16,0.715044
2.17,0.7071
2.18,0.69952
2.19,0.692868
2.2,0.687812
2.21,0.68056
2.22,0.675352
2.23,0.668264
2.24,0.66216
2.25,0.655964
2.26,0.649936
2.27,0.645096
2.28,0.639168
2.29,0.634252
2.3,0.628956
2.31,0.624348
2.32,0.621024
2.33,0.617052
2.34,0.612256
2.35,0.608524
2.36,0.604352
2.37,0.601696
2.38,0.597724
2.39,0.595196
2.4,0.590036
