0.01,1.24664
0.02,1.288288
0.03,1.336228
0.04,1.3926
0.05,1.456188
0.06,1.52862
0.07,1.61124
0.08,1.708596
0.09,1.822252
0.1,1.957524
0.11,2.119328
0.12,2.312888
0.13,2.549452
0.14,2.839448
0.15,3.195736
0.16,3.628824
0.17,4.144604
0.18,4.734448
0.19,5.37274
0.2,6.019232
0.21,6.623344
0.22,7.140336
0.23,7.5503
0.24,7.84856
0.25,8.042416
0.26,8.152528
0.27,8.201016
0.28,8.20558
0.29,8.179652
0.3,8.132824
0.31,8.07542
0.32,8.008756
0.33,7.938468
0.34,7.866188
0.35,7.79526
0.36,7.722308
